"sample","gene","anova_p","mean_between","mean_intra","fdr"
"D6","ENSG00000204519",0.6857,0.6215,0.2691,0.9954
"D6","ENSG00000277130",0.951,0.2168,0.1934,0.9988
"D6","ENSG00000186814",0.7904,1.9902,2.028,0.9954
"D6","ENSG00000140153",0.867,1.2908,1.2451,0.9954
"D6","ENSG00000088727",0.5266,-0.6008,-0.4992,0.9954
"D6","ENSG00000156535",0.4574,2.4156,2.5044,0.9954
"D6","ENSG00000249407",0.5256,-1.3729,-0.9196,0.9954
"D6","ENSG00000143393",0.9793,3.3792,3.3762,0.9998
"D6","ENSG00000270038",0.881,-1.3341,-1.4249,0.9954
"D6","ENSG00000263680",0.0463,0.4721,1.2392,0.952
"D6","ENSG00000205089",0.5244,2.4765,2.4244,0.9954
"D6","ENSG00000280079",0.8497,-0.9963,-1.0878,0.9954
"D6","ENSG00000135070",0.5733,1.8523,1.7713,0.9954
"D6","ENSG00000230530",0.5091,-1.3697,-1.6666,0.9954
"D6","ENSG00000235299",0.8499,1.726,1.681,0.9954
"D6","ENSG00000227008",0.2354,-1.513,-1.9223,0.9954
"D6","ENSG00000119777",0.5508,3.3674,3.4145,0.9954
"D6","ENSG00000130768",0.1762,0.0666,0.3295,0.9954
"D6","ENSG00000256811",0.2125,-5.015,-6.6439,0.9954
"D6","ENSG00000137218",0.0458,0.6794,1.028,0.952
"D6","ENSG00000263368",0.8539,1.3714,1.4067,0.9954
"D6","ENSG00000223791",0.7405,-2.6069,-2.2364,0.9954
"D6","ENSG00000217643",0.1173,0.301,1.2072,0.9954
"D6","ENSG00000069424",0.503,4.0092,4.0631,0.9954
"D6","ENSG00000250474",0.1835,-2.0823,-2.7461,0.9954
"D6","ENSG00000100483",0.0556,1.8672,2.1653,0.952
"D6","ENSG00000176894",0.1762,2.2628,2.527,0.9954
"D6","ENSG00000182944",0.8666,4.2936,4.3043,0.9954
"D6","ENSG00000135048",0.5652,-1.5378,-1.4434,0.9954
"D6","ENSG00000225704",0.1431,-2.8983,-0.6399,0.9954
"D6","ENSG00000214203",0.2772,-1.0054,-1.605,0.9954
"D6","ENSG00000268095",0.8612,-2.9403,-3.1804,0.9954
"D6","ENSG00000139531",0.8738,0.5941,0.6373,0.9954
"D6","ENSG00000257979",0.5812,-2.702,-3.7544,0.9954
"D6","ENSG00000207091",0.2947,0.857,0.2952,0.9954
"D6","ENSG00000258186",0.2023,4.6951,4.9551,0.9954
"D6","ENSG00000148158",0.4479,1.4835,1.5341,0.9954
"D6","ENSG00000270019",0.152,1.1834,0.9481,0.9954
"D6","ENSG00000259238",0.2627,1.3582,0.9401,0.9954
"D6","ENSG00000261582",0.411,-0.3909,-0.0998,0.9954
"D6","ENSG00000276775",0.049,0.6683,-0.4302,0.952
"D6","ENSG00000238188",0.0837,-0.6238,-1.5429,0.9905
"D6","ENSG00000116489",0.7309,5.0772,5.1532,0.9954
"D6","ENSG00000091010",0.1679,-4.8616,-3.469,0.9954
"D6","ENSG00000242590",0.4316,-5.6842,-6.6439,0.9954
"D6","ENSG00000207380",0.8017,-1.9145,-2.3614,0.9954
"D6","ENSG00000103569",0.6043,0.8683,0.9703,0.9954
"D6","ENSG00000282860",0.3315,-0.2394,0.0695,0.9954
"D6","ENSG00000198837",0.0412,4.0773,4.218,0.952
"D6","ENSG00000235066",0.8648,-1.3092,-1.2746,0.9954
"D6","ENSG00000223685",0.5982,-2.523,-2.047,0.9954
"D6","ENSG00000174007",0.8988,1.4169,1.4345,0.9967
"D6","ENSG00000198663",0.1232,2.2,2.6487,0.9954
"D6","ENSG00000234287",0.7764,0.4709,0.3508,0.9954
"D6","ENSG00000243396",0.7971,-0.8435,-0.5726,0.9954
"D6","ENSG00000278462",0.6631,1.4651,1.26,0.9954
"D6","ENSG00000220614",0.8315,3.2464,3.2022,0.9954
"D6","ENSG00000284032",0.8597,3.6799,3.6323,0.9954
"D6","ENSG00000058056",0.8427,1.3121,1.295,0.9954
"D6","ENSG00000267143",0.9339,-4.6761,-4.8317,0.997
"D6","ENSG00000080845",0.7668,1.5894,1.5374,0.9954
"D6","ENSG00000206922",0.7459,-3.2189,-2.5775,0.9954
"D6","ENSG00000230183",0.8877,-5.6015,-5.4696,0.9954
"D6","ENSG00000107249",0.3541,-0.809,-0.9759,0.9954
"D6","ENSG00000110375",0.967,-4.9189,-4.9624,0.9998
"D6","ENSG00000105662",0.7085,-0.6045,-0.4785,0.9954
"D6","ENSG00000276058",0.7639,-0.6549,-0.4618,0.9954
"D6","ENSG00000231701",0.8919,-3.5214,-3.7558,0.9954
"D6","ENSG00000279333",0.5338,-5.9,-6.6439,0.9954
"D6","ENSG00000176046",0.7677,-6.28,-6.1321,0.9954
"D6","ENSG00000149654",0.841,-5.4225,-5.5956,0.9954
"D6","ENSG00000177144",0.3101,2.4156,2.639,0.9954
"D6","ENSG00000234785",0.0016,-3.3415,-5.3096,0.3556
"D6","ENSG00000161021",0.0924,3.442,3.5573,0.9954
"D6","ENSG00000178307",0.3828,1.7642,1.914,0.9954
"D6","ENSG00000124942",0.7833,2.8046,2.9759,0.9954
"D6","ENSG00000178297",0.6905,-0.596,-0.6447,0.9954
"D6","ENSG00000080603",0.4961,3.5984,3.5538,0.9954
"D6","ENSG00000271615",0.4093,-1.1711,-0.8127,0.9954
"D6","ENSG00000207588",0.5173,1.1198,0.8535,0.9954
"D6","ENSG00000275672",0.1126,-2.1467,-3.9179,0.9954
"D6","ENSG00000118680",0.2131,5.838,5.9661,0.9954
"D6","ENSG00000273064",0.3781,-1.2071,-1.7472,0.9954
"D6","ENSG00000252652",0.9918,0.8312,0.8387,0.9998
"D6","ENSG00000171595",0.3163,-3.7957,-4.4542,0.9954
"D6","ENSG00000188761",0.4903,-2.9756,-3.3277,0.9954
"D6","ENSG00000186298",0.5365,4.4803,4.3863,0.9954
"D6","ENSG00000233222",0.822,-3.4271,-3.0083,0.9954
"D6","ENSG00000125149",0.313,1.2205,1.3529,0.9954
"D6","ENSG00000169718",0.9717,3.4172,3.4132,0.9998
"D6","ENSG00000236056",0.9872,-3.9584,-3.9805,0.9998
"D6","ENSG00000259553",0.7382,-5.0622,-5.4031,0.9954
"D6","ENSG00000278963",0.2925,0.209,0.4851,0.9954
"D6","ENSG00000253893",0.8411,-1.8823,-1.7828,0.9954
"D6","ENSG00000264281",0.0976,4.4556,4.1214,0.9954
"D6","ENSG00000162630",0.3816,0.4531,0.6508,0.9954
"D6","ENSG00000275092",0.8061,1.0236,1.0958,0.9954
"D6","ENSG00000267565",0.4003,1.204,1.5878,0.9954
"D6","ENSG00000198538",0.4627,1.4346,1.3153,0.9954
"D6","ENSG00000171462",0.1168,1.2959,1.1253,0.9954
"D6","ENSG00000139083",0.5239,4.6126,4.5852,0.9954
"D6","ENSG00000270177",0.6696,-0.2722,-0.1583,0.9954
"D6","ENSG00000256234",0.8347,-1.1197,-1.1667,0.9954
"D6","ENSG00000137463",0.1144,-5.9643,-4.2836,0.9954
"D6","ENSG00000261612",0.8472,-2.961,-2.7234,0.9954
"D6","ENSG00000067057",0.7302,4.9562,4.9355,0.9954
"D6","ENSG00000150867",0.5813,4.8251,4.8666,0.9954
"D6","ENSG00000197822",0.0883,-0.1752,-0.6987,0.9954
"D6","ENSG00000143493",0.6289,2.9044,2.9619,0.9954
"D6","ENSG00000233579",0.2513,-1.2555,-1.8207,0.9954
"D6","ENSG00000277882",0.713,-4.2701,-4.9125,0.9954
"D6","ENSG00000254482",0.9908,-3.3786,-3.3952,0.9998
"D6","ENSG00000259295",0.2093,-3.4738,-2.3373,0.9954
"D6","ENSG00000125484",0.3425,2.6469,2.7223,0.9954
"D6","ENSG00000270948",0.3598,-2.0172,-1.1696,0.9954
"D6","ENSG00000170006",0.2908,3.3532,3.4653,0.9954
"D6","ENSG00000145879",0.8805,-4.4878,-4.6506,0.9954
"D6","ENSG00000228446",0.2347,1.6126,1.2863,0.9954
"D6","ENSG00000279201",0.1403,-3.0732,-5.3859,0.9954
"D6","ENSG00000168887",0.3765,2.6388,2.7534,0.9954
"D6","ENSG00000019186",0.9537,-5.3062,-5.2538,0.9995
"D6","ENSG00000198740",0.2103,2.1597,2.3631,0.9954
"D6","ENSG00000256351",0.4529,-1.1602,-1.9789,0.9954
"D6","ENSG00000112335",0.3882,4.2429,4.0697,0.9954
"D6","ENSG00000224897",0.9453,-4.1626,-4.2142,0.9982
"D6","ENSG00000163879",0.6299,-1.4041,-1.5563,0.9954
"D6","ENSG00000260084",0.149,-4.6849,-6.6439,0.9954
"D6","ENSG00000260286",0.2148,-2.4479,-4.002,0.9954
"D6","ENSG00000092931",0.4517,2.1637,2.2341,0.9954
"D6","ENSG00000198795",0.1916,-6.4763,-5.9739,0.9954
"D6","ENSG00000168246",0.9226,2.8703,2.8609,0.997
"D6","ENSG00000231564",0.2823,0.7786,1.3889,0.9954
"D6","ENSG00000226067",0.2442,2.0439,1.8762,0.9954
"D6","ENSG00000187122",0.9061,-1.9088,-1.937,0.997
"D6","ENSG00000231181",0.2767,1.2319,0.8761,0.9954
"D6","ENSG00000272505",0.5399,0.8433,0.7628,0.9954
"D6","ENSG00000168778",0.623,0.9774,1.0409,0.9954
"D6","ENSG00000232630",0.9025,1.0912,1.0588,0.9967
"D6","ENSG00000214827",0.4762,-1.0774,-0.8276,0.9954
"D6","ENSG00000234678",0.1344,0.0815,-0.2683,0.9954
"D6","ENSG00000170270",0.8664,1.7357,1.694,0.9954
"D6","ENSG00000252822",0.8922,-3.6956,-3.4631,0.9954
"D6","ENSG00000261559",0.2853,-5.006,-3.6759,0.9954
"D6","ENSG00000199530",0.8784,-1.2068,-0.8863,0.9954
"D6","ENSG00000232217",0.356,0.2869,0.6392,0.9954
"D6","ENSG00000265972",0.8959,3.9315,3.9421,0.9961
"D6","ENSG00000240509",0.8633,-3.3132,-3.5729,0.9954
"D6","ENSG00000176753",0.1287,-5.3896,-3.9524,0.9954
"D6","ENSG00000273982",0.1504,-2.9089,-4.8509,0.9954
"D6","ENSG00000102699",0.2362,4.7777,4.8566,0.9954
"D6","ENSG00000157483",0.3892,4.5335,4.4995,0.9954
"D6","ENSG00000196365",0.197,5.4949,5.4055,0.9954
"D6","ENSG00000148677",0.8682,-4.9016,-4.714,0.9954
"D6","ENSG00000122121",0.0658,-4.9041,-3.4327,0.9676
"D6","ENSG00000252034",0.9065,-2.4672,-2.687,0.997
"D6","ENSG00000253368",0.067,-3.2616,-5.3069,0.969
"D6","ENSG00000142765",0.9474,3.6618,3.6695,0.9983
"D6","ENSG00000126261",0.3656,4.4378,4.5306,0.9954
"D6","ENSG00000087152",0.9525,3.8873,3.8832,0.999
"D6","ENSG00000244306",0.376,-4.9341,-4.5655,0.9954
"D6","ENSG00000235776",0.2987,-1.7972,-1.2878,0.9954
"D6","ENSG00000176171",0.8669,3.0353,3.0245,0.9954
"D6","ENSG00000174749",0.9738,0.4709,0.4662,0.9998
"D6","ENSG00000109670",0.2359,3.8911,3.7804,0.9954
"D6","ENSG00000172172",0.4406,1.8316,1.7466,0.9954
"D6","ENSG00000201367",0.2872,0.8135,1.3177,0.9954
"D6","ENSG00000132938",0.941,0.3429,0.3332,0.997
"D6","ENSG00000117676",0.8565,4.0877,4.0581,0.9954
"D6","ENSG00000268902",0.3468,-5.6641,-6.6439,0.9954
"D6","ENSG00000276988",0.3055,-2.2226,-0.3376,0.9954
"D6","ENSG00000170684",0.2584,2.9784,2.8461,0.9954
"D6","ENSG00000259096",0.1253,-2.8703,-1.5512,0.9954
"D6","ENSG00000214248",0.1531,-2.2072,-1.5591,0.9954
"D6","ENSG00000268088",0.1837,3.0449,3.3251,0.9954
"D6","ENSG00000115339",0.404,0.8296,0.9406,0.9954
"D6","ENSG00000119242",0.5514,-0.1864,-0.3218,0.9954
"D6","ENSG00000231584",0.9951,1.2107,1.2127,0.9998
"D6","ENSG00000243501",0.7289,-3.3119,-3.645,0.9954
"D6","ENSG00000129566",0.0819,3.3936,3.4725,0.9867
"D6","ENSG00000226617",0.0214,-4.7997,-1.7426,0.8549
"D6","ENSG00000115425",0.7213,1.1451,1.1938,0.9954
"D6","ENSG00000214215",0.3084,-0.267,-0.601,0.9954
"D6","ENSG00000273226",0.7545,1.1041,1.0047,0.9954
"D6","ENSG00000268975",0.6259,-1.8374,-2.7701,0.9954
"D6","ENSG00000167552",0.5902,2.7067,2.5781,0.9954
"D6","ENSG00000270892",0.9515,-3.0129,-2.9308,0.9988
"D6","ENSG00000227398",0.0491,0.1247,0.3942,0.952
"D6","ENSG00000207635",0.6691,-1.519,-2.1949,0.9954
"D6","ENSG00000105137",0.5781,-3.1291,-2.8688,0.9954
"D6","ENSG00000168610",0.1199,5.6357,5.6823,0.9954
"D6","ENSG00000234619",0.4912,-0.1086,0.1922,0.9954
"D6","ENSG00000235413",0.5164,0.5397,0.6997,0.9954
"D6","ENSG00000215347",0.0195,0.5814,-0.1224,0.8549
"D6","ENSG00000070214",0.8783,2.152,2.1655,0.9954
"D6","ENSG00000250012",0.7755,-4.0861,-3.6358,0.9954
"D6","ENSG00000110799",0.5189,-6.0308,-5.7347,0.9954
"D6","ENSG00000261570",0.0716,-4.3679,-6.6439,0.9742
"D6","ENSG00000244604",0.0443,-2.3109,-5.5931,0.952
"D6","ENSG00000223960",0.9448,2.7549,2.7655,0.9982
"D6","ENSG00000255836",0.8906,-5.3614,-5.2632,0.9954
"D6","ENSG00000171786",0.7726,-0.8235,-0.8834,0.9954
"D6","ENSG00000223284",0.4258,-1.4995,-0.8824,0.9954
"D6","ENSG00000277443",0.6284,6.2354,6.2788,0.9954
"D6","ENSG00000115053",0.7232,5.3766,5.333,0.9954
"D6","ENSG00000198003",0.4242,-3.6076,-2.9263,0.9954
"D6","ENSG00000184916",0.6625,-4.2255,-3.9722,0.9954
"D6","ENSG00000278978",0.6402,-2.9875,-3.557,0.9954
"D6","ENSG00000139973",0.608,-5.5559,-5.3114,0.9954
"D6","ENSG00000169139",0.9972,1.7403,1.741,0.9998
"D6","ENSG00000136878",0.8084,3.0317,3.0627,0.9954
"D6","ENSG00000054179",0.0455,-1.24,-0.3901,0.952
"D6","ENSG00000163875",0.9615,2.9121,2.9081,0.9995
"D6","ENSG00000253426",0.3581,-1.2274,-1.7135,0.9954
"D6","ENSG00000265137",0.7244,-0.2972,-0.7637,0.9954
"D6","ENSG00000271204",0.7948,4.6508,4.6976,0.9954
"D6","ENSG00000271752",0.3896,-3.3303,-4.8076,0.9954
"D6","ENSG00000161682",0.6283,-2.0237,-2.1996,0.9954
"D6","ENSG00000118181",0.8667,7.8474,7.8606,0.9954
"D6","ENSG00000252479",0.6968,-3.1138,-2.393,0.9954
"D6","ENSG00000101282",0.3716,-5.0402,-5.8659,0.9954
"D6","ENSG00000181524",0.6918,-0.8162,-0.522,0.9954
"D6","ENSG00000155561",0.5215,3.9999,3.9721,0.9954
"D6","ENSG00000167562",0.1545,1.3429,1.1956,0.9954
"D6","ENSG00000252915",0.1544,-1.6098,-4.3641,0.9954
"D6","ENSG00000170703",0.0294,-3.7963,-5.0257,0.9484
"D6","ENSG00000174004",0.5381,4.411,4.4668,0.9954
"D6","ENSG00000237301",0.8414,-1.7397,-1.6322,0.9954
"D6","ENSG00000162775",0.3754,4.2248,4.1834,0.9954
"D6","ENSG00000236559",0.4986,1.7426,1.5446,0.9954
"D6","ENSG00000124440",0.0672,-6.3052,-5.5446,0.969
"D6","ENSG00000163376",0.9381,1.4454,1.4662,0.997
"D6","ENSG00000228237",0.0791,0.4411,-0.0335,0.9742
"D6","ENSG00000108830",0.7309,-4.3171,-4.6398,0.9954
"D6","ENSG00000069275",0.6269,4.3228,4.3738,0.9954
"D6","ENSG00000181350",0.2834,2.3009,2.4086,0.9954
"D6","ENSG00000215190",0.7764,1.8178,1.7755,0.9954
"D6","ENSG00000160683",0.5462,2.0263,1.898,0.9954
"D6","ENSG00000109684",0.878,1.4229,1.4073,0.9954
"D6","ENSG00000202100",0.506,-3.3529,-4.6093,0.9954
"D6","ENSG00000226576",0.1589,-0.8329,-1.3529,0.9954
"D6","ENSG00000262179",0.3556,-4.1216,-5.4345,0.9954
"D6","ENSG00000226944",0.0208,-1.2376,-3.7839,0.8549
"D6","ENSG00000267373",0.4694,-2.3579,-1.3082,0.9954
"D6","ENSG00000181035",0.8117,2.5608,2.5353,0.9954
"D6","ENSG00000157510",0.1115,-4.6222,-3.2495,0.9954
"D6","ENSG00000279372",0.7228,-2.7208,-3.249,0.9954
"D6","ENSG00000272320",0.9719,-3.2147,-3.1868,0.9998
"D6","ENSG00000196456",0.0184,2.2133,1.4593,0.8549
"D6","ENSG00000058600",0.5869,2.4299,2.4769,0.9954
"D6","ENSG00000262539",0.4952,-1.2708,-1.0682,0.9954
"D6","ENSG00000274964",0.4198,-0.4655,0.5466,0.9954
"D6","ENSG00000115541",0.2626,3.2831,3.138,0.9954
"D6","ENSG00000100445",0.0583,2.7454,2.444,0.952
"D6","ENSG00000207468",0.5425,0.5085,-0.0288,0.9954
"D6","ENSG00000179222",0.9739,3.3479,3.3501,0.9998
"D6","ENSG00000235989",0.2534,0.3344,0.6254,0.9954
"D6","ENSG00000106351",0.7755,2.5165,2.5549,0.9954
"D6","ENSG00000280739",0.4781,-1.8505,-1.6515,0.9954
"D6","ENSG00000180998",0.2487,-4.7233,-5.6334,0.9954
"D6","ENSG00000168878",0.66,-2.9762,-2.7871,0.9954
"D6","ENSG00000167363",0.1818,-0.9616,-1.3561,0.9954
"D6","ENSG00000232133",0.4178,-1.6945,-2.1499,0.9954
"D6","ENSG00000236654",0.6767,-3.6897,-4.4862,0.9954
"D6","ENSG00000265432",0.9845,-2.2516,-2.294,0.9998
"D6","ENSG00000206627",0.844,-2.4636,-2.0475,0.9954
"D6","ENSG00000231755",0.857,-3.2196,-3.3996,0.9954
"D6","ENSG00000281772",0.6093,-6.0429,-5.4997,0.9954
"D6","ENSG00000253047",0.0408,1.1881,-0.1376,0.952
"D6","ENSG00000172531",0.2732,5.4909,5.5671,0.9954
"D6","ENSG00000263989",0.9107,-4.8927,-4.7329,0.997
"D6","ENSG00000179454",0.3936,1.6547,1.8199,0.9954
"D6","ENSG00000266126",0.0782,1.3005,0.7768,0.9742
"D6","ENSG00000257563",0.2174,-4.9875,-6.0725,0.9954
"D6","ENSG00000089335",0.0911,2.0773,2.6411,0.9954
"D6","ENSG00000241939",0.3245,0.1019,-0.497,0.9954
"D6","ENSG00000071282",0.8476,-1.3639,-1.4025,0.9954
"D6","ENSG00000263466",0.4787,0.163,0.4421,0.9954
"D6","ENSG00000103510",0.3059,2.7002,2.6173,0.9954
"D6","ENSG00000157992",0.9862,-0.5598,-0.5527,0.9998
"D6","ENSG00000204385",0.3851,-4.7713,-5.5614,0.9954
"D6","ENSG00000259673",0.7711,0.0504,0.0083,0.9954
"D6","ENSG00000228382",0.3711,0.8065,1.0748,0.9954
"D6","ENSG00000235530",0.5329,-0.1795,0.0067,0.9954
"D6","ENSG00000224051",0.3406,2.7852,2.8685,0.9954
"D6","ENSG00000230638",0.0432,-0.1621,0.3471,0.952
"D6","ENSG00000123178",0.1272,1.38,1.605,0.9954
"D6","ENSG00000226132",0.6627,-3.0635,-2.433,0.9954
"D6","ENSG00000188026",0.4235,-0.0732,-0.1815,0.9954
"D6","ENSG00000230010",0.3939,-4.068,-5.0809,0.9954
"D6","ENSG00000109163",0.078,0.2952,0.7064,0.9742
"D6","ENSG00000224809",0.8573,-3.5998,-3.7847,0.9954
"D6","ENSG00000088367",0.4726,-5.0475,-4.6782,0.9954
"D6","ENSG00000068024",0.2036,0.5304,0.6407,0.9954
"D6","ENSG00000234184",0.1599,-4.4965,-6.6439,0.9954
"D6","ENSG00000254730",0.9704,0.1666,0.1852,0.9998
"D6","ENSG00000259109",0.8215,-1.2588,-0.935,0.9954
"D6","ENSG00000201469",0.7847,-1.9039,-2.2659,0.9954
"D6","ENSG00000275278",0.2311,-0.9934,0.3157,0.9954
"D6","ENSG00000066044",0.175,3.963,4.0889,0.9954
"D6","ENSG00000145687",0.841,1.3098,1.3328,0.9954
"D6","ENSG00000116678",0.3462,-1.2107,-0.9804,0.9954
"D6","ENSG00000268670",0.5563,0.135,0.2827,0.9954
"D6","ENSG00000273374",0.9592,-2.1217,-2.1408,0.9995
"D6","ENSG00000244184",0.3445,-5.5272,-6.6439,0.9954
"D6","ENSG00000230325",0.2526,1.181,0.8757,0.9954
"D6","ENSG00000171017",0.9668,-5.4755,-5.4415,0.9998
"D6","ENSG00000250938",0.6621,-3.3618,-3.1488,0.9954
"D6","ENSG00000237892",0.3374,1.0336,0.8612,0.9954
"D6","ENSG00000283515",0.7414,-3.9126,-4.1872,0.9954
"D6","ENSG00000274062",0.4989,3.0319,2.824,0.9954
"D6","ENSG00000228278",0.9506,0.1824,0.1972,0.9988
"D6","ENSG00000231066",0.4466,-3.0721,-2.1586,0.9954
"D6","ENSG00000278009",0.2537,-0.4127,0.9982,0.9954
"D6","ENSG00000279191",0.4094,-2.1206,-2.437,0.9954
"D6","ENSG00000253492",0.2273,0.9882,0.7173,0.9954
"D6","ENSG00000157470",0.4424,1.4573,1.3779,0.9954
"D6","ENSG00000273308",0.6476,-0.821,-0.6078,0.9954
"D6","ENSG00000279176",0.9657,1.0213,1.0288,0.9998
"D6","ENSG00000242020",0.9061,-2.9219,-2.6979,0.997
"D6","ENSG00000260914",0.1523,-4.3956,-6.6439,0.9954
"D6","ENSG00000233541",0.8253,-1.6988,-2.02,0.9954
"D6","ENSG00000180573",0.1747,3.4434,2.8347,0.9954
"D6","ENSG00000248202",0.5344,-0.755,-0.409,0.9954
"D6","ENSG00000253831",0.3529,-0.9443,-1.299,0.9954
"D6","ENSG00000141971",0.1972,2.6629,2.8205,0.9954
"D6","ENSG00000185933",0.8643,-2.7445,-2.6621,0.9954
"D6","ENSG00000120963",0.3905,2.5356,2.4067,0.9954
"D6","ENSG00000135341",0.7759,2.491,2.4554,0.9954
"D6","ENSG00000272650",0.6931,0.4907,0.7373,0.9954
"D6","ENSG00000124155",0.9362,1.3912,1.3967,0.997
"D6","ENSG00000266079",0.4698,-3.3019,-2.7276,0.9954
"D6","ENSG00000280183",0.0632,1.8485,1.3703,0.9549
"D6","ENSG00000140463",0.6512,1.5309,1.6237,0.9954
"D6","ENSG00000187833",0.1702,-6.0319,-4.9695,0.9954
"D6","ENSG00000258920",0.3881,0.7638,1.006,0.9954
"D6","ENSG00000167377",0.6314,0.6874,0.8261,0.9954
"D6","ENSG00000187801",0.7459,2.5624,2.5268,0.9954
"D6","ENSG00000234135",0.6551,-4.1191,-3.3794,0.9954
"D6","ENSG00000261335",0.8769,-1.2968,-1.3559,0.9954
"D6","ENSG00000112304",0.8261,2.3934,2.3814,0.9954
"D6","ENSG00000159409",0.6937,-5.1706,-5.4804,0.9954
"D6","ENSG00000226631",0.957,-4.88,-4.8248,0.9995
"D6","ENSG00000240669",0.5929,-0.3013,-0.5642,0.9954
"D6","ENSG00000285000",0.2089,-3.7443,-4.7736,0.9954
"D6","ENSG00000197498",0.7304,2.9848,3.0276,0.9954
"D6","ENSG00000117748",0.6968,4.4863,4.4576,0.9954
"D6","ENSG00000185379",0.512,1.5838,1.5302,0.9954
"D6","ENSG00000101546",0.5148,1.9077,2.0137,0.9954
"D6","ENSG00000058262",0.0441,5.4162,4.7907,0.952
"D6","ENSG00000100991",0.805,4.913,4.8998,0.9954
"D6","ENSG00000178718",0.2814,2.04,2.3475,0.9954
"D6","ENSG00000255234",0.6505,-4.2039,-4.6288,0.9954
"D6","ENSG00000250011",0.1227,2.5962,1.9048,0.9954
"D6","ENSG00000197140",0.268,-3.3064,-3.6428,0.9954
"D6","ENSG00000184507",0.5738,-3.0364,-2.8527,0.9954
"D6","ENSG00000116871",0.8917,3.5768,3.5885,0.9954
"D6","ENSG00000277634",0.9866,0.6432,0.6309,0.9998
"D6","ENSG00000180815",0.1552,-2.9519,-2.6491,0.9954
"D6","ENSG00000174405",0.9186,2.2394,2.2532,0.997
"D6","ENSG00000237111",0.8435,6.146,6.1169,0.9954
"D6","ENSG00000125388",0.3395,-0.4945,-0.734,0.9954
"D6","ENSG00000126243",0.1007,0.5114,0.8334,0.9954
"D6","ENSG00000123485",0.4026,-0.0272,-0.1742,0.9954
"D6","ENSG00000229534",0.8815,-0.417,-0.4744,0.9954
"D6","ENSG00000155760",0.2705,-1.7508,-2.0781,0.9954
"D6","ENSG00000263892",0.8762,-0.4793,-0.3444,0.9954
"D6","ENSG00000199051",0.8162,-2.4292,-1.9784,0.9954
"D6","ENSG00000231978",0.444,1.0978,0.7414,0.9954
"D6","ENSG00000148204",0.7481,-1.4082,-1.4906,0.9954
"D6","ENSG00000225235",0.4327,-5.6691,-6.6439,0.9954
"D6","ENSG00000260778",0.3692,-2.3581,-1.6409,0.9954
"D6","ENSG00000224648",0.2143,-1.7838,-3.6803,0.9954
"D6","ENSG00000279035",0.322,-0.2784,-0.5927,0.9954
"D6","ENSG00000175202",0.8274,-4.9475,-5.2276,0.9954
"D6","ENSG00000076924",0.6638,3.8267,3.7842,0.9954
"D6","ENSG00000226049",0.2997,-2.9557,-3.4029,0.9954
"D6","ENSG00000248340",0.9509,-1.2088,-1.1792,0.9988
"D6","ENSG00000264270",0.0348,0.4511,-0.0884,0.952
"D6","ENSG00000184274",0.0579,-4.7005,-6.6439,0.952
"D6","ENSG00000247627",0.1525,-0.6861,-2.5924,0.9954
"D6","ENSG00000248240",0.8757,-1.0938,-1.1782,0.9954
"D6","ENSG00000273901",0.4175,-1.1328,-0.5742,0.9954
"D6","ENSG00000270441",0.2564,-1.123,-0.8171,0.9954
"D6","ENSG00000219608",0.5208,0.607,0.3275,0.9954
"D6","ENSG00000187862",0.5448,-0.8037,-0.9745,0.9954
"D6","ENSG00000174792",0.6684,-6.4804,-6.6439,0.9954
"D6","ENSG00000216069",0.2176,-2.3586,-0.5276,0.9954
"D6","ENSG00000130175",0.673,4.8423,4.8133,0.9954
"D6","ENSG00000157349",0.0967,2.8256,2.6777,0.9954
"D6","ENSG00000254865",0.7698,-3.3702,-2.9321,0.9954
"D6","ENSG00000166887",0.7461,3.8297,3.8552,0.9954
"D6","ENSG00000186566",0.4771,2.8676,2.7112,0.9954
"D6","ENSG00000198420",0.0731,1.4931,1.6724,0.9742
"D6","ENSG00000219693",0.5315,-6.0643,-6.6439,0.9954
"D6","ENSG00000018236",0.3724,-6.0407,-6.5315,0.9954
"D6","ENSG00000168404",0.7798,1.4349,1.4715,0.9954
"D6","ENSG00000101670",0.3202,-1.8486,-1.6345,0.9954
"D6","ENSG00000188636",0.6915,0.2801,0.2041,0.9954
"D6","ENSG00000185798",0.5608,2.078,2.1456,0.9954
"D6","ENSG00000031081",0.2417,3.7905,3.7548,0.9954
"D6","ENSG00000068097",0.4265,1.339,1.4253,0.9954
"D6","ENSG00000196114",0.8837,0.4646,0.5488,0.9954
"D6","ENSG00000244097",0.5923,0.168,0.3253,0.9954
"D6","ENSG00000266865",0.3708,-0.2664,-0.4988,0.9954
"D6","ENSG00000223356",0.1317,-1.426,-2.9073,0.9954
"D6","ENSG00000264278",0.27,0.2995,0.6586,0.9954
"D6","ENSG00000101493",0.502,2.9225,3.0083,0.9954
"D6","ENSG00000249084",0.6466,-5.6773,-5.0467,0.9954
"D6","ENSG00000108406",0.8248,2.5087,2.5349,0.9954
"D6","ENSG00000263755",0.7188,-3.8621,-3.3576,0.9954
"D6","ENSG00000052749",0.4348,2.7587,2.8405,0.9954
"D6","ENSG00000177963",0.9473,3.2006,3.1947,0.9983
"D6","ENSG00000135914",0.3788,1.5869,1.7629,0.9954
"D6","ENSG00000247877",0.6664,-2.9974,-2.6068,0.9954
"D6","ENSG00000279361",0.9373,-4.8263,-4.7414,0.997
